index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total
664,Scatterbug,Ordinary,6,Original,Bug,Bug,38,35,40,27,25,35,200
665,Spewpa,Ordinary,6,Scatterbug,Bug,Bug,45,22,60,27,30,29,213
666,Vivillon,Ordinary,6,Spewpa,Bug,Flying,80,52,50,90,50,89,411
667,Litleo,Ordinary,6,Original,Fire,Normal,62,50,58,73,54,72,369
668,Pyroar,Ordinary,6,Litleo,Fire,Normal,86,68,72,109,66,106,507
669,Flabebe,Ordinary,6,Original,Fairy,Fairy,44,38,39,61,79,42,303
670,Floette,Ordinary,6,Flabebe,Fairy,Fairy,54,45,47,75,98,52,371
671,Florges,Ordinary,6,Floette,Fairy,Fairy,78,65,68,112,154,75,552
672,Skiddo,Ordinary,6,Original,Grass,Grass,66,65,48,62,57,52,350
673,Gogoat,Ordinary,6,Skiddo,Grass,Grass,123,100,62,97,81,68,531
674,Pancham,Ordinary,6,Original,Fighting,Fighting,67,82,62,46,48,43,348
675,Pangoro,Ordinary,6,Pancham,Fighting,Dark,95,124,78,69,71,58,495
676,Furfrou,Ordinary,6,Original,Normal,Normal,75,80,60,65,90,102,472
677,Espurr,Ordinary,6,Original,Psychic,Psychic,62,48,54,63,60,68,355
678,Meowstic,Ordinary,6,Espurr,Psychic,Psychic,74,48,76,83,81,104,466
679,Honedge,Ordinary,6,Original,Steel,Ghost,45,80,100,35,37,28,325
680,Doublade,Ordinary,6,Honedge,Steel,Ghost,59,110,150,45,49,35,448
681,Aegislash,Ordinary,6,Doublade,Steel,Ghost,60,50,140,50,140,60,500
682,Spritzee,Ordinary,6,Original,Fairy,Fairy,78,52,60,63,65,23,341
683,Aromatisse,Ordinary,6,Spritzee,Fairy,Fairy,101,72,72,99,89,29,462
684,Swirlix,Ordinary,6,Original,Fairy,Fairy,62,48,66,59,57,49,341
685,Slurpuff,Ordinary,6,Swirlix,Fairy,Fairy,82,80,86,85,75,72,480
686,Inkay,Ordinary,6,Original,Dark,Psychic,53,54,53,37,46,45,288
687,Malamar,Ordinary,6,Inkay,Dark,Psychic,86,92,88,68,75,73,482
688,Binacle,Ordinary,6,Original,Rock,Water,42,52,67,39,56,50,306
689,Barbaracle,Ordinary,6,Binacle,Rock,Water,72,105,115,54,86,68,500
690,Skrelp,Ordinary,6,Original,Poison,Water,50,60,60,60,60,30,320
691,Dragalge,Ordinary,6,Skrelp,Poison,Dragon,65,75,90,97,123,44,494
692,Clauncher,Ordinary,6,Original,Water,Water,50,53,62,58,63,44,330
693,Clawitzer,Ordinary,6,Clauncher,Water,Water,71,73,88,120,89,59,500
694,Helioptile,Ordinary,6,Original,Electric,Normal,44,38,33,61,43,70,289
695,Heliolisk,Ordinary,6,Helioptile,Electric,Normal,62,55,52,109,94,109,481
696,Tyrunt,Ordinary,6,Original,Rock,Dragon,58,89,77,45,45,48,362
697,Tyrantrum,Ordinary,6,Tyrunt,Rock,Dragon,82,121,119,69,59,71,521
698,Amaura,Ordinary,6,Original,Rock,Ice,77,59,50,67,63,46,362
699,Aurorus,Ordinary,6,Amaura,Rock,Ice,123,77,72,99,92,58,521
700,Sylveon,Ordinary,6,Eevee,Fairy,Fairy,95,65,65,110,130,60,525
701,Hawlucha,Ordinary,6,Original,Fighting,Flying,78,92,75,74,63,118,500
702,Dedenne,Ordinary,6,Original,Electric,Fairy,67,58,57,81,67,101,431
703,Carbink,Ordinary,6,Original,Rock,Fairy,50,50,150,50,150,50,500
704,Goomy,Ordinary,6,Original,Dragon,Dragon,45,50,35,55,75,40,300
705,Sliggoo,Ordinary,6,Goomy,Dragon,Dragon,68,75,53,83,113,60,452
706,Goodra,Ordinary,6,Sliggoo,Dragon,Dragon,90,100,70,110,150,80,600
707,Klefki,Ordinary,6,Original,Steel,Fairy,57,80,91,80,87,75,470
708,Phantump,Ordinary,6,Original,Ghost,Grass,43,70,48,50,60,38,309
709,Trevenant,Ordinary,6,Phantump,Ghost,Grass,85,110,76,65,82,56,474
710,Pumpkaboo,Ordinary,6,Original,Ghost,Grass,49,66,70,44,55,51,335
711,Gourgeist,Ordinary,6,Pumpkaboo,Ghost,Grass,65,90,122,58,75,84,494
712,Bergmite,Ordinary,6,Original,Ice,Ice,55,69,85,32,35,28,304
713,Avalugg,Ordinary,6,Bergmite,Ice,Ice,95,117,184,44,46,28,514
714,Noibat,Ordinary,6,Original,Flying,Dragon,40,30,35,45,40,55,245
715,Noivern,Ordinary,6,Noibat,Flying,Dragon,85,70,80,97,80,123,535
716,Xerneas,Legendary,6,Original,Fairy,Fairy,126,131,95,131,98,99,680
717,Yveltal,Legendary,6,Original,Dark,Flying,126,131,95,131,98,99,680
718,Zygarde,Legendary,6,Original,Dragon,Ground,108,100,121,81,95,95,600
719,Diancie,Mythical,6,Original,Rock,Fairy,50,100,150,100,150,50,600
720,Hoopa,Mythical,6,Original,Psychic,Ghost,80,110,60,150,130,70,600
721,Volcanion,Mythical,6,Original,Fire,Water,80,110,120,130,90,70,600
722,Rowlet,Ordinary,7,Original,Grass,Flying,68,55,55,50,50,42,320
723,Dartrix,Ordinary,7,Rowlet,Grass,Flying,78,75,75,70,70,52,420
724,Decidueye,Ordinary,7,Dartrix,Grass,Ghost,78,107,75,100,100,70,530
725,Litten,Ordinary,7,Original,Fire,Fire,45,65,40,60,40,70,320
726,Torracat,Ordinary,7,Litten,Fire,Fire,65,85,50,80,50,90,420
727,Incineroar,Ordinary,7,Torracat,Fire,Dark,95,115,90,80,90,60,530
728,Popplio,Ordinary,7,Original,Water,Water,50,54,54,66,56,40,320
729,Brionne,Ordinary,7,Popplio,Water,Water,60,69,69,91,81,50,420
730,Primarina,Ordinary,7,Brionne,Water,Fairy,80,74,74,126,116,60,530
731,Pikipek,Ordinary,7,Original,Normal,Flying,35,75,30,30,30,65,265
732,Trumbeak,Ordinary,7,Pikipek,Normal,Flying,55,85,50,40,50,75,355
733,Toucannon,Ordinary,7,Trumbeak,Normal,Flying,80,120,75,75,75,60,485
734,Yungoos,Ordinary,7,Original,Normal,Normal,48,70,30,30,30,45,253
735,Gumshoos,Ordinary,7,Yungoos,Normal,Normal,88,110,60,55,60,45,418
736,Grubbin,Ordinary,7,Original,Bug,Bug,47,62,45,55,45,46,300
737,Charjabug,Ordinary,7,Grubbin,Bug,Electric,57,82,95,55,75,36,400
738,Vikavolt,Ordinary,7,Charjabug,Bug,Electric,77,70,90,145,75,43,500
739,Crabrawler,Ordinary,7,Original,Fighting,Fighting,47,82,57,42,47,63,338
740,Crabominable,Ordinary,7,Crabrawler,Fighting,Ice,97,132,77,62,67,43,478
741,Oricorio,Ordinary,7,Original,Fire,Flying,75,70,70,98,70,93,476
742,Cutiefly,Ordinary,7,Original,Bug,Fairy,40,45,40,55,40,84,304
743,Ribombee,Ordinary,7,Cutiefly,Bug,Fairy,60,55,60,95,70,124,464
744,Rockruff,Ordinary,7,Original,Rock,Rock,45,65,40,30,40,60,280
745,Lycanroc,Ordinary,7,Rockruff,Rock,Rock,75,115,65,55,65,112,487
746,Wishiwashi,Ordinary,7,Original,Water,Water,45,20,20,25,25,40,175
747,Mareanie,Ordinary,7,Original,Poison,Water,50,53,62,43,52,45,305
748,Toxapex,Ordinary,7,Mareanie,Poison,Water,50,63,152,53,142,35,495
749,Mudbray,Ordinary,7,Original,Ground,Ground,70,100,70,45,55,45,385
750,Mudsdale,Ordinary,7,Mudbray,Ground,Ground,100,125,100,55,85,35,500
751,Dewpider,Ordinary,7,Original,Water,Bug,38,40,52,40,72,27,269
752,Araquanid,Ordinary,7,Dewpider,Water,Bug,68,70,92,50,132,42,454
753,Fomantis,Ordinary,7,Original,Grass,Grass,40,55,35,50,35,35,250
754,Lurantis,Ordinary,7,Fomantis,Grass,Grass,70,105,90,80,90,45,480
755,Morelull,Ordinary,7,Original,Grass,Fairy,40,35,55,65,75,15,285
756,Shiinotic,Ordinary,7,Morelull,Grass,Fairy,60,45,80,90,100,30,405
757,Salandit,Ordinary,7,Original,Poison,Fire,48,44,40,71,40,77,320
758,Salazzle,Ordinary,7,Salandit,Poison,Fire,68,64,60,111,60,117,480
759,Stufful,Ordinary,7,Original,Normal,Fighting,70,75,50,45,50,50,340
760,Bewear,Ordinary,7,Stufful,Normal,Fighting,120,125,80,55,60,60,500
761,Bounsweet,Ordinary,7,Original,Grass,Grass,42,30,38,30,38,32,210
762,Steenee,Ordinary,7,Bounsweet,Grass,Grass,52,40,48,40,48,62,290
763,Tsareena,Ordinary,7,Steenee,Grass,Grass,72,120,98,50,98,72,510
764,Comfey,Ordinary,7,Original,Fairy,Fairy,51,52,90,82,110,100,485
765,Oranguru,Ordinary,7,Original,Normal,Psychic,90,60,80,90,110,60,490
766,Passimian,Ordinary,7,Original,Fighting,Fighting,100,120,90,40,60,80,490
767,Wimpod,Ordinary,7,Original,Bug,Water,25,35,40,20,30,80,230
768,Golisopod,Ordinary,7,Wimpod,Bug,Water,75,125,140,60,90,40,530
769,Sandygast,Ordinary,7,Original,Ghost,Ground,55,55,80,70,45,15,320
770,Palossand,Ordinary,7,Sandygast,Ghost,Ground,85,75,110,100,75,35,480
771,Pyukumuku,Ordinary,7,Original,Water,Water,55,60,130,30,130,5,410
772,Type-Null,Ordinary,7,Original,Normal,Normal,95,95,95,95,95,59,534
773,Silvally,Legendary,7,Type-Null,Normal,Normal,95,95,95,95,95,95,570
774,Minior,Ordinary,7,Original,Rock,Flying,60,60,100,60,100,60,440
775,Komala,Ordinary,7,Original,Normal,Normal,65,115,65,75,95,65,480
776,Turtonator,Ordinary,7,Original,Fire,Dragon,60,78,135,91,85,36,485
777,Togedemaru,Ordinary,7,Original,Electric,Steel,65,98,63,40,73,96,435
778,Mimikyu,Ordinary,7,Original,Ghost,Fairy,55,90,80,50,105,96,476
779,Bruxish,Ordinary,7,Original,Water,Psychic,68,105,70,70,70,92,475
780,Drampa,Ordinary,7,Original,Normal,Dragon,78,60,85,135,91,36,485
781,Dhelmise,Ordinary,7,Original,Ghost,Grass,70,131,100,86,90,40,517
782,Jangmo-O,Ordinary,7,Original,Dragon,Dragon,45,55,65,45,45,45,300
783,Hakamo-O,Ordinary,7,Jangmo-O,Dragon,Fighting,55,75,90,65,70,65,420
784,Kommo-O,Ordinary,7,Hakamo-O,Dragon,Fighting,75,110,125,100,105,85,600
785,Tapu-Koko,Legendary,7,Original,Electric,Fairy,70,115,85,95,75,130,570
786,Tapu-Lele,Legendary,7,Original,Psychic,Fairy,70,85,75,130,115,95,570
787,Tapu-Bulu,Legendary,7,Original,Grass,Fairy,70,130,115,85,95,75,570
788,Tapu-Fini,Legendary,7,Original,Water,Fairy,70,75,115,95,130,85,570
789,Cosmog,Legendary,7,Original,Psychic,Psychic,43,29,31,29,31,37,200
790,Cosmoem,Legendary,7,Cosmog,Psychic,Psychic,43,29,131,29,131,37,400
791,Solgaleo,Legendary,7,Cosmoem,Psychic,Steel,137,137,107,113,89,97,680
792,Lunala,Legendary,7,Cosmoem,Psychic,Ghost,137,113,89,137,107,97,680
793,Nihilego,Ordinary,7,Original,Rock,Poison,109,53,47,127,131,103,570
794,Buzzwole,Ordinary,7,Original,Bug,Fighting,107,139,139,53,53,79,570
795,Pheromosa,Ordinary,7,Original,Bug,Fighting,71,137,37,137,37,151,570
796,Xurkitree,Ordinary,7,Original,Electric,Electric,83,89,71,173,71,83,570
797,Celesteela,Ordinary,7,Original,Steel,Flying,97,101,103,107,101,61,570
798,Kartana,Ordinary,7,Original,Grass,Steel,59,181,131,59,31,109,570
799,Guzzlord,Ordinary,7,Original,Dark,Dragon,223,101,53,97,53,43,570
800,Necrozma,Legendary,7,Original,Psychic,Psychic,97,107,101,127,89,79,600
801,Magearna,Mythical,7,Original,Steel,Fairy,80,95,115,130,115,65,600
802,Marshadow,Mythical,7,Original,Fighting,Ghost,90,125,80,90,90,125,600
803,Poipole,Ordinary,7,Original,Poison,Poison,67,73,67,73,67,73,420
804,Naganadel,Ordinary,7,Poipole,Poison,Dragon,73,73,73,127,73,121,540
805,Stakataka,Ordinary,7,Original,Rock,Steel,61,131,211,53,101,13,570
806,Blacephalon,Ordinary,7,Original,Fire,Ghost,53,127,53,151,79,107,570
807,Zeraora,Mythical,7,Original,Electric,Electric,88,112,75,102,80,143,600
808,Meltan,Mythical,7,Original,Steel,Steel,46,65,65,55,35,34,300
809,Melmetal,Mythical,7,Meltan,Steel,Steel,135,143,143,80,65,34,600
810,Grookey,Ordinary,8,Original,Grass,Grass,50,65,50,40,40,65,310
811,Thwackey,Ordinary,8,Grookey,Grass,Grass,70,85,70,55,60,80,420
812,Rillaboom,Ordinary,8,Thwackey,Grass,Grass,100,125,90,60,70,85,530
813,Scorbunny,Ordinary,8,Original,Fire,Fire,50,71,40,40,40,69,310
814,Raboot,Ordinary,8,Scorbunny,Fire,Fire,65,86,60,55,60,94,420
815,Cinderace,Ordinary,8,Raboot,Fire,Fire,80,116,75,65,75,119,530
816,Sobble,Ordinary,8,Original,Water,Water,50,40,40,70,40,70,310
817,Drizzile,Ordinary,8,Sobble,Water,Water,65,60,55,95,55,90,420
818,Inteleon,Ordinary,8,Drizzile,Water,Water,70,85,65,125,65,120,530
819,Skwovet,Ordinary,8,Original,Normal,Normal,70,55,55,35,35,25,275
820,Greedent,Ordinary,8,Skwovet,Normal,Normal,120,95,95,55,75,20,460
821,Rookidee,Ordinary,8,Original,Flying,Flying,38,47,35,33,35,57,245
822,Corvisquire,Ordinary,8,Rookidee,Flying,Flying,68,67,55,43,55,77,365
823,Corviknight,Ordinary,8,Corvisquire,Flying,Steel,98,87,105,53,85,67,495
824,Blipbug,Ordinary,8,Original,Bug,Bug,25,20,20,25,45,45,180
825,Dottler,Ordinary,8,Blipbug,Bug,Psychic,50,35,80,50,90,30,335
826,Orbeetle,Ordinary,8,Dottler,Bug,Psychic,60,45,110,80,120,90,505
827,Nickit,Ordinary,8,Original,Dark,Dark,40,28,28,47,52,50,245
828,Thievul,Ordinary,8,Nickit,Dark,Dark,70,58,58,87,92,90,455
829,Gossifleur,Ordinary,8,Original,Grass,Grass,40,40,60,40,60,10,250
830,Eldegoss,Ordinary,8,Gossifleur,Grass,Grass,60,50,90,80,120,60,460
831,Wooloo,Ordinary,8,Original,Normal,Normal,42,40,55,40,45,48,270
832,Dubwool,Ordinary,8,Wooloo,Normal,Normal,72,80,100,60,90,88,490
833,Chewtle,Ordinary,8,Original,Water,Water,50,64,50,38,38,44,284
834,Drednaw,Ordinary,8,Chewtle,Water,Rock,90,115,90,48,68,74,485
835,Yamper,Ordinary,8,Original,Electric,Electric,59,45,50,40,50,26,270
836,Boltund,Ordinary,8,Yamper,Electric,Electric,69,90,60,90,60,121,490
837,Rolycoly,Ordinary,8,Original,Rock,Rock,30,40,50,40,50,30,240
838,Carkol,Ordinary,8,Rolycoly,Rock,Fire,80,60,90,60,70,50,410
839,Coalossal,Ordinary,8,Carkol,Rock,Fire,110,80,120,80,90,30,510
840,Applin,Ordinary,8,Original,Grass,Dragon,40,40,80,40,40,20,260
841,Flapple,Ordinary,8,Applin,Grass,Dragon,70,110,80,95,60,70,485
842,Appletun,Ordinary,8,Applin,Grass,Dragon,110,85,80,100,80,30,485
843,Silicobra,Ordinary,8,Original,Ground,Ground,52,57,75,35,50,46,315
844,Sandaconda,Ordinary,8,Silicobra,Ground,Ground,72,107,125,65,70,71,510
845,Cramorant,Ordinary,8,Original,Flying,Water,70,85,55,85,95,85,475
846,Arrokuda,Ordinary,8,Original,Water,Water,41,63,40,40,30,66,280
847,Barraskewda,Ordinary,8,Arrokuda,Water,Water,61,123,60,60,50,136,490
848,Toxel,Baby,8,Original,Electric,Poison,40,38,35,54,35,40,242
849,Toxtricity,Ordinary,8,Toxel,Electric,Poison,75,98,70,114,70,75,502
850,Sizzlipede,Ordinary,8,Original,Fire,Bug,50,65,45,50,50,45,305
851,Centiskorch,Ordinary,8,Sizzlipede,Fire,Bug,100,115,65,90,90,65,525
852,Clobbopus,Ordinary,8,Original,Fighting,Fighting,50,68,60,50,50,32,310
853,Grapploct,Ordinary,8,Clobbopus,Fighting,Fighting,80,118,90,70,80,42,480
854,Sinistea,Ordinary,8,Original,Ghost,Ghost,40,45,45,74,54,50,308
855,Polteageist,Ordinary,8,Sinistea,Ghost,Ghost,60,65,65,134,114,70,508
856,Hatenna,Ordinary,8,Original,Psychic,Psychic,42,30,45,56,53,39,265
857,Hattrem,Ordinary,8,Hatenna,Psychic,Psychic,57,40,65,86,73,49,370
858,Hatterene,Ordinary,8,Hattrem,Psychic,Fairy,57,90,95,136,103,29,510
859,Impidimp,Ordinary,8,Original,Dark,Fairy,45,45,30,55,40,50,265
860,Morgrem,Ordinary,8,Impidimp,Dark,Fairy,65,60,45,75,55,70,370
861,Grimmsnarl,Ordinary,8,Morgrem,Dark,Fairy,95,120,65,95,75,60,510
862,Obstagoon,Ordinary,8,Linoone,Dark,Normal,93,90,101,60,81,95,520
863,Perrserker,Ordinary,8,Meowth,Steel,Steel,70,110,100,50,60,50,440
864,Cursola,Ordinary,8,Corsola,Ghost,Ghost,60,95,50,145,130,30,510
865,Sirfetchd,Ordinary,8,Farfetchd,Fighting,Fighting,62,135,95,68,82,65,507
866,Mr-Rime,Ordinary,8,Mr-Mime,Ice,Psychic,80,85,75,110,100,70,520
867,Runerigus,Ordinary,8,Yamask,Ground,Ghost,58,95,145,50,105,30,483
868,Milcery,Ordinary,8,Original,Fairy,Fairy,45,40,40,50,61,34,270
869,Alcremie,Ordinary,8,Milcery,Fairy,Fairy,65,60,75,110,121,64,495
870,Falinks,Ordinary,8,Original,Fighting,Fighting,65,100,100,70,60,75,470
871,Pincurchin,Ordinary,8,Original,Electric,Electric,48,101,95,91,85,15,435
872,Snom,Ordinary,8,Original,Ice,Bug,30,25,35,45,30,20,185
873,Frosmoth,Ordinary,8,Snom,Ice,Bug,70,65,60,125,90,65,475
874,Stonjourner,Ordinary,8,Original,Rock,Rock,100,125,135,20,20,70,470
875,Eiscue,Ordinary,8,Original,Ice,Ice,75,80,110,65,90,50,470
876,Indeedee,Ordinary,8,Original,Psychic,Normal,60,65,55,105,95,95,475
877,Morpeko,Ordinary,8,Original,Electric,Dark,58,95,58,70,58,97,436
878,Cufant,Ordinary,8,Original,Steel,Steel,72,80,49,40,49,40,330
879,Copperajah,Ordinary,8,Cufant,Steel,Steel,122,130,69,80,69,30,500
880,Dracozolt,Ordinary,8,Original,Electric,Dragon,90,100,90,80,70,75,505
881,Arctozolt,Ordinary,8,Original,Electric,Ice,90,100,90,90,80,55,505
882,Dracovish,Ordinary,8,Original,Water,Dragon,90,90,100,70,80,75,505
883,Arctovish,Ordinary,8,Original,Water,Ice,90,90,100,80,90,55,505
884,Duraludon,Ordinary,8,Original,Steel,Dragon,70,95,115,120,50,85,535
885,Dreepy,Ordinary,8,Original,Dragon,Ghost,28,60,30,40,30,82,270
886,Drakloak,Ordinary,8,Dreepy,Dragon,Ghost,68,80,50,60,50,102,410
887,Dragapult,Ordinary,8,Drakloak,Dragon,Ghost,88,120,75,100,75,142,600
888,Zacian,Legendary,8,Original,Fairy,Fairy,92,120,115,80,115,138,660
889,Zamazenta,Legendary,8,Original,Fighting,Fighting,92,120,115,80,115,138,660
890,Eternatus,Legendary,8,Original,Poison,Dragon,140,85,95,145,95,130,690
891,Kubfu,Legendary,8,Original,Fighting,Fighting,60,90,60,53,50,72,385
892,Urshifu,Legendary,8,Kubfu,Fighting,Dark,100,130,100,63,60,97,550
893,Zarude,Mythical,8,Original,Dark,Grass,105,120,105,70,95,105,600
894,Regieleki,Legendary,8,Original,Electric,Electric,80,100,50,100,50,200,580
895,Regidrago,Legendary,8,Original,Dragon,Dragon,200,100,50,100,50,80,580
896,Glastrier,Legendary,8,Original,Ice,Ice,100,145,130,65,110,30,580
897,Spectrier,Legendary,8,Original,Ghost,Ghost,100,65,60,145,80,130,580
898,Calyrex,Legendary,8,Original,Psychic,Grass,100,80,80,80,80,80,500
899,Wyrdeer,Ordinary,8,Stantler,Normal,Psychic,103,105,72,105,75,65,525
900,Kleavor,Ordinary,8,Scyther,Bug,Rock,70,135,95,45,70,85,500
901,Ursaluna,Ordinary,8,Ursaring,Ground,Normal,130,140,105,45,80,50,550
902,Basculegion,Ordinary,8,Basculin,Water,Ghost,120,112,65,80,75,78,530
903,Sneasler,Ordinary,8,Sneasel,Fighting,Poison,80,130,60,40,80,120,510
904,Overqwil,Ordinary,8,Qwilfish,Dark,Poison,85,115,95,65,65,85,510
905,Enamorus,Legendary,8,Original,Fairy,Flying,74,115,70,135,80,106,580
906,Sprigatito,Ordinary,9,Original,Grass,Grass,40,61,54,45,45,65,310
907,Floragato,Ordinary,9,Sprigatito,Grass,Grass,61,80,63,60,63,83,410
908,Meowscarada,Ordinary,9,Floragato,Grass,Dark,76,110,70,81,70,123,530
909,Fuecoco,Ordinary,9,Original,Fire,Fire,67,45,59,63,40,36,310
910,Crocalor,Ordinary,9,Fuecoco,Fire,Fire,81,55,78,90,58,49,411
911,Skeledirge,Ordinary,9,Crocalor,Fire,Ghost,104,75,100,110,75,66,530
912,Quaxly,Ordinary,9,Original,Water,Water,55,65,45,50,45,50,310
913,Quaxwell,Ordinary,9,Quaxly,Water,Water,70,85,65,65,60,65,410
914,Quaquaval,Ordinary,9,Quaxwell,Water,Fighting,85,120,80,85,75,85,530
915,Lechonk,Ordinary,9,Original,Normal,Normal,54,45,40,35,45,35,254
916,Oinkologne,Ordinary,9,Lechonk,Normal,Normal,110,100,75,59,80,65,489
917,Tarountula,Ordinary,9,Original,Bug,Bug,35,41,45,29,40,20,210
918,Spidops,Ordinary,9,Tarountula,Bug,Bug,60,79,92,52,86,35,404
919,Nymble,Ordinary,9,Original,Bug,Bug,33,46,40,21,25,45,210
920,Lokix,Ordinary,9,Nymble,Bug,Dark,71,102,78,52,55,92,450
921,Pawmi,Ordinary,9,Original,Electric,Electric,45,50,20,40,25,60,240
922,Pawmo,Ordinary,9,Pawmi,Electric,Fighting,60,75,40,50,40,85,350
923,Pawmot,Ordinary,9,Pawmo,Electric,Fighting,70,115,70,70,60,105,490
924,Tandemaus,Ordinary,9,Original,Normal,Normal,50,50,45,40,45,75,305
925,Maushold,Ordinary,9,Tandemaus,Normal,Normal,74,75,70,65,75,111,470
926,Fidough,Ordinary,9,Original,Fairy,Fairy,37,55,70,30,55,65,312
927,Dachsbun,Ordinary,9,Fidough,Fairy,Fairy,57,80,115,50,80,95,477
928,Smoliv,Ordinary,9,Original,Grass,Normal,41,35,45,58,51,30,260
929,Dolliv,Ordinary,9,Smoliv,Grass,Normal,52,53,60,78,78,33,354
930,Arboliva,Ordinary,9,Dolliv,Grass,Normal,78,69,90,125,109,39,510
931,Squawkabilly,Ordinary,9,Original,Normal,Flying,82,96,51,45,51,92,417
932,Nacli,Ordinary,9,Original,Rock,Rock,55,55,75,35,35,25,280
933,Naclstack,Ordinary,9,Nacli,Rock,Rock,60,60,100,35,65,35,355
934,Garganacl,Ordinary,9,Naclstack,Rock,Rock,100,100,130,45,90,35,500
935,Charcadet,Ordinary,9,Original,Fire,Fire,40,50,40,50,40,35,255
936,Armarouge,Ordinary,9,Charcadet,Fire,Psychic,85,60,100,125,80,75,525
937,Ceruledge,Ordinary,9,Charcadet,Fire,Ghost,75,125,80,60,100,85,525
938,Tadbulb,Ordinary,9,Original,Electric,Electric,61,31,41,59,35,45,272
939,Bellibolt,Ordinary,9,Tadbulb,Electric,Electric,109,64,91,103,83,45,495
940,Wattrel,Ordinary,9,Original,Electric,Flying,40,40,35,55,40,70,280
941,Kilowattrel,Ordinary,9,Wattrel,Electric,Flying,70,70,60,105,60,125,490
942,Maschiff,Ordinary,9,Original,Dark,Dark,60,78,60,40,51,51,340
943,Mabosstiff,Ordinary,9,Maschiff,Dark,Dark,80,120,90,60,70,85,505
944,Shroodle,Ordinary,9,Original,Poison,Normal,40,65,35,40,35,75,290
945,Grafaiai,Ordinary,9,Shroodle,Poison,Normal,63,95,65,80,72,110,485
946,Bramblin,Ordinary,9,Original,Grass,Ghost,40,65,30,45,35,60,275
947,Brambleghast,Ordinary,9,Bramblin,Grass,Ghost,55,115,70,80,70,90,480
948,Toedscool,Ordinary,9,Original,Ground,Grass,40,40,35,50,100,70,335
949,Toedscruel,Ordinary,9,Toedscool,Ground,Grass,80,70,65,80,120,100,515
950,Klawf,Ordinary,9,Original,Rock,Rock,70,100,115,35,55,75,450
951,Capsakid,Ordinary,9,Original,Grass,Grass,50,62,40,62,40,50,304
952,Scovillain,Ordinary,9,Capsakid,Grass,Fire,65,108,65,108,65,75,486
953,Rellor,Ordinary,9,Original,Bug,Bug,41,50,60,31,58,30,270
954,Rabsca,Ordinary,9,Rellor,Bug,Psychic,75,50,85,115,100,45,470
955,Flittle,Ordinary,9,Original,Psychic,Psychic,30,35,30,55,30,75,255
956,Espathra,Ordinary,9,Flittle,Psychic,Psychic,95,60,60,101,60,105,481
957,Tinkatink,Ordinary,9,Original,Fairy,Steel,50,45,45,35,64,58,297
958,Tinkatuff,Ordinary,9,Tinkatink,Fairy,Steel,65,55,55,45,82,78,380
959,Tinkaton,Ordinary,9,Tinkatuff,Fairy,Steel,85,75,77,70,105,94,506
960,Wiglett,Ordinary,9,Original,Water,Water,10,55,25,35,25,95,245
961,Wugtrio,Ordinary,9,Wiglett,Water,Water,35,100,50,50,70,120,425
962,Bombirdier,Ordinary,9,Original,Flying,Dark,70,103,85,60,85,82,485
963,Finizen,Ordinary,9,Original,Water,Water,70,45,40,45,40,75,315
964,Palafin,Ordinary,9,Finizen,Water,Water,100,70,72,53,62,100,457
965,Varoom,Ordinary,9,Original,Steel,Poison,45,70,63,30,45,47,300
966,Revavroom,Ordinary,9,Varoom,Steel,Poison,80,119,90,54,67,90,500
967,Cyclizar,Ordinary,9,Original,Dragon,Normal,70,95,65,85,65,121,501
968,Orthworm,Ordinary,9,Original,Steel,Steel,70,85,145,60,55,65,480
969,Glimmet,Ordinary,9,Original,Rock,Poison,48,35,42,105,60,60,350
970,Glimmora,Ordinary,9,Glimmet,Rock,Poison,83,55,90,130,81,86,525
971,Greavard,Ordinary,9,Original,Ghost,Ghost,50,61,60,30,55,34,290
972,Houndstone,Ordinary,9,Greavard,Ghost,Ghost,72,101,100,50,97,68,488
973,Flamigo,Ordinary,9,Original,Flying,Fighting,82,115,74,75,64,90,500
974,Cetoddle,Ordinary,9,Original,Ice,Ice,108,68,45,30,40,43,334
975,Cetitan,Ordinary,9,Cetoddle,Ice,Ice,170,113,65,45,55,73,521
976,Veluza,Ordinary,9,Original,Water,Psychic,90,102,73,78,65,70,478
977,Dondozo,Ordinary,9,Original,Water,Water,150,100,115,65,65,35,530
978,Tatsugiri,Ordinary,9,Original,Dragon,Water,68,50,60,120,95,82,475
979,Annihilape,Ordinary,9,Primeape,Fighting,Ghost,110,115,80,50,90,90,535
980,Clodsire,Ordinary,9,Wooper,Poison,Ground,130,75,60,45,100,20,430
981,Farigiraf,Ordinary,9,Girafarig,Normal,Psychic,120,90,70,110,70,60,520
982,Dudunsparce,Ordinary,9,Dunsparce,Normal,Normal,125,100,80,85,75,55,520
983,Kingambit,Ordinary,9,Bisharp,Dark,Steel,100,135,120,60,85,50,550
984,Great-Tusk,Ordinary,9,Original,Ground,Fighting,115,131,131,53,53,87,570
985,Scream-Tail,Ordinary,9,Original,Fairy,Psychic,115,65,99,65,115,111,570
986,Brute-Bonnet,Ordinary,9,Original,Grass,Dark,111,127,99,79,99,55,570
987,Flutter-Mane,Ordinary,9,Original,Ghost,Fairy,55,55,55,135,135,135,570
988,Slither-Wing,Ordinary,9,Original,Bug,Fighting,85,135,79,85,105,81,570
989,Sandy-Shocks,Ordinary,9,Original,Electric,Ground,85,81,97,121,85,101,570
